Prix,Année,Boite,Carburant,secteur,kilometrage,marque,model,nbr de portes,origine,premiére main,puissance fiscale,état,km_min,km_max,km_moyen,km_binned
185000.0,2019,Automatique,Diesel,Sidi Bernoussi,120 000 - 129 999,DACIA,Duster,5.0,WW au Maroc,Non,6.0,Excellent,120000,129999,124999.5,100k-150k
105000.0,2015,Manuelle,Diesel,2 Mars,200 000 - 249 999,OPEL,Astra,5.0,WW au Maroc,Non,7.0,Excellent,200000,249999,224999.5,200k-300k
170000.0,2016,Automatique,Diesel,Centre Ville,130 000 - 139 999,KIA,Sorento,5.0,WW au Maroc,Non,8.0,Excellent,130000,139999,134999.5,100k-150k
188000.0,2016,Automatique,Diesel,Aïn Borja,150 000 - 159 999,JAGUAR,Xf,5.0,WW au Maroc,Non,8.0,Très bon,150000,159999,154999.5,150k-200k
450527.75,2018,Automatique,Diesel,Aïn Diab,100 000 - 109 999,MERCEDES-BENZ,Classe S,5.0,Dédouanée,Non,11.0,Excellent,100000,109999,104999.5,100k-150k
215000.0,2015,Automatique,Diesel,2 Mars,130 000 - 139 999,BMW,Série 5,5.0,WW au Maroc,Non,12.0,Excellent,130000,139999,134999.5,100k-150k
100000.0,2007,Automatique,Essence,2 Mars,80 000 - 84 999,JAGUAR,S-Type,5.0,WW au Maroc,Non,17.0,Excellent,80000,84999,82499.5,50k-100k
43000.0,2009,Manuelle,Essence,Ain Sebaa,400 000 - 449 999,MAZDA,Mazda 3,5.0,WW au Maroc,Oui,9.0,Très bon,400000,449999,424999.5,400k-500k
160000.0,2013,Automatique,Diesel,Ben M'sick,190 000 - 199 999,MERCEDES-BENZ,Classe Glc,5.0,Dédouanée,Oui,8.0,Très bon,190000,199999,194999.5,150k-200k
165000.0,2020,Manuelle,Diesel,Sidi Moumen,5 000 - 9 999,VOLKSWAGEN,Caddy,5.0,WW au Maroc,Non,8.0,Neuf,5000,9999,7499.5,0-50k
175000.0,2019,Automatique,Hybride,Moulay Youssef,35 000 - 39 999,TOYOTA,Corolla,5.0,WW au Maroc,Oui,10.0,Excellent,35000,39999,37499.5,0-50k
235000.0,2017,Automatique,Diesel,Aïn Borja,130 000 - 139 999,LAND ROVER,Discovery Sport,5.0,WW au Maroc,Non,8.0,Excellent,130000,139999,134999.5,100k-150k
360978.021978022,2019,Automatique,Diesel,Anfa,110 000 - 119 999,MERCEDES-BENZ,Classe Cla,5.0,Importée neuve,Oui,6.0,Excellent,110000,119999,114999.5,100k-150k
118000.0,2014,Manuelle,Diesel,Sidi Bernoussi,200 000 - 249 999,VOLKSWAGEN,Caddy,3.0,WW au Maroc,Oui,6.0,Très bon,200000,249999,224999.5,200k-300k
53000.0,2007,Manuelle,Diesel,Al Fida,200 000 - 249 999,PEUGEOT,Partner,3.0,Dédouanée,Non,7.0,Correct,200000,249999,224999.5,200k-300k
155000.0,2012,Manuelle,Diesel,Sidi Othmane,35 000 - 39 999,SUZUKI,Apv,5.0,WW au Maroc,Non,6.0,Excellent,35000,39999,37499.5,0-50k
135000.0,2021,Manuelle,Diesel,Sidi Moumen,70 000 - 74 999,PEUGEOT,208,5.0,WW au Maroc,Oui,6.0,Excellent,70000,74999,72499.5,50k-100k
89000.0,2016,Manuelle,Essence,Sidi Maarouf,90 000 - 94 999,FORD,Fiesta,5.0,WW au Maroc,Oui,6.0,Excellent,90000,94999,92499.5,50k-100k
110000.0,2019,Manuelle,Diesel,Centre Ville,200 000 - 249 999,DACIA,Logan,5.0,WW au Maroc,Oui,6.0,Très bon,200000,249999,224999.5,200k-300k
295000.0,2018,Automatique,Diesel,Riviera,70 000 - 74 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Oui,9.0,Excellent,70000,74999,72499.5,50k-100k
120000.0,2017,Manuelle,Essence,2 Mars,50 000 - 54 999,SEAT,Ibiza,5.0,WW au Maroc,Oui,6.0,Neuf,50000,54999,52499.5,50k-100k
214555.55555555556,2019,Manuelle,Diesel,Hay Hassani,110 000 - 119 999,TOYOTA,Hilux,5.0,WW au Maroc,Oui,10.0,Excellent,110000,119999,114999.5,100k-150k
22432.142857142855,1998,Manuelle,Essence,Centre Ville,15 000 - 19 999,FIAT,Uno,5.0,WW au Maroc,Non,6.0,Excellent,15000,19999,17499.5,0-50k
80000.0,2018,Manuelle,Diesel,Aïn Borja,110 000 - 119 999,DACIA,Dokker,5.0,WW au Maroc,Oui,6.0,Excellent,110000,119999,114999.5,100k-150k
305000.0,2018,Automatique,Diesel,Maarif,200 000 - 249 999,MERCEDES-BENZ,Classe E,5.0,WW au Maroc,Oui,8.0,Excellent,200000,249999,224999.5,200k-300k
205000.0,2022,Automatique,Diesel,Hay Mohammadi,60 000 - 64 999,KIA,Carens,5.0,WW au Maroc,Non,6.0,Excellent,60000,64999,62499.5,50k-100k
214555.55555555553,2020,Manuelle,Diesel,Hay Hassani,75 000 - 79 999,TOYOTA,Hilux,5.0,WW au Maroc,Oui,10.0,Excellent,75000,79999,77499.5,50k-100k
66000.0,2012,Manuelle,Diesel,Ain Sebaa,20 000 - 24 999,HYUNDAI,I 10,5.0,WW au Maroc,Non,5.0,Bon,20000,24999,22499.5,0-50k
174425.26506024098,2023,Automatique,Diesel,Ain Sebaa,30 000 - 34 999,RENAULT,Megane 4,3.0,WW au Maroc,Oui,6.0,Excellent,30000,34999,32499.5,0-50k
180000.0,2018,Manuelle,Diesel,2 Mars,55 000 - 59 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,6.0,Excellent,55000,59999,57499.5,50k-100k
56500.0,2014,Manuelle,Diesel,Sidi Moumen,15 000 - 19 999,FIAT,Punto,5.0,WW au Maroc,Oui,5.0,Très bon,15000,19999,17499.5,0-50k
128992.26153846155,2017,Manuelle,Diesel,Sidi Bernoussi,190 000 - 199 999,FIAT,Tipo,5.0,WW au Maroc,Non,5.0,Excellent,190000,199999,194999.5,150k-200k
125000.0,2021,Manuelle,Diesel,Sidi Bernoussi,0 - 4 999,DACIA,Logan,5.0,WW au Maroc,Oui,8.0,Très bon,0,4999,2499.5,0-50k
185000.0,2019,Automatique,Diesel,Maarif,80 000 - 84 999,RENAULT,Talisman,5.0,WW au Maroc,Non,6.0,Excellent,80000,84999,82499.5,50k-100k
120000.0,2010,Automatique,Diesel,Hay Mohammadi,20 000 - 24 999,HYUNDAI,Ix 35,3.0,WW au Maroc,Non,8.0,Très bon,20000,24999,22499.5,0-50k
79000.0,2013,Manuelle,Diesel,2 Mars,120 000 - 129 999,FIAT,Punto,5.0,WW au Maroc,Non,6.0,Très bon,120000,129999,124999.5,100k-150k
204919.96,2019,Automatique,Diesel,Sidi Bernoussi,100 000 - 109 999,HYUNDAI,Creta,3.0,WW au Maroc,Oui,6.0,Excellent,100000,109999,104999.5,100k-150k
251018.85849056602,2008,Manuelle,Diesel,Ain Sebaa,250 000 - 299 999,MERCEDES-BENZ,220,5.0,Dédouanée,Non,12.0,Excellent,250000,299999,274999.5,200k-300k
154999.0,2013,Automatique,Diesel,Sbata,170 000 - 179 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Non,7.0,Excellent,170000,179999,174999.5,150k-200k
215000.0,2016,Automatique,Diesel,Sidi Maarouf,200 000 - 249 999,HYUNDAI,Santa Fe,5.0,WW au Maroc,Non,9.0,Très bon,200000,249999,224999.5,200k-300k
78000.0,2010,Manuelle,Essence,Californie,90 000 - 94 999,FIAT,500,3.0,WW au Maroc,Non,6.0,Très bon,90000,94999,92499.5,50k-100k
135000.0,2011,Automatique,Diesel,Ain Sebaa,250 000 - 299 999,VOLKSWAGEN,Passat Cc,5.0,Dédouanée,Non,8.0,Neuf,250000,299999,274999.5,200k-300k
251018.85849056602,2017,Manuelle,Diesel,Ain Sebaa,15 000 - 19 999,MERCEDES-BENZ,220,5.0,Dédouanée,Non,8.0,Bon,15000,19999,17499.5,0-50k
117000.0,2016,Manuelle,Diesel,Sidi Maarouf,150 000 - 159 999,RENAULT,Kangoo,5.0,WW au Maroc,Non,6.0,Excellent,150000,159999,154999.5,150k-200k
129975.0,2009,Automatique,Diesel,Anfa,200 000 - 249 999,AUDI,Q5,5.0,WW au Maroc,Non,12.0,Excellent,200000,249999,224999.5,200k-300k
125000.0,2016,Automatique,Diesel,Ain Sebaa,10 000 - 14 999,RENAULT,Clio,5.0,WW au Maroc,Non,7.0,Très bon,10000,14999,12499.5,0-50k
125000.0,2016,Automatique,Diesel,Ain Sebaa,10 000 - 14 999,RENAULT,Clio,5.0,WW au Maroc,Non,6.0,Très bon,10000,14999,12499.5,0-50k
180000.0,2015,Automatique,Diesel,Autre secteur,200 000 - 249 999,BMW,X3,5.0,WW au Maroc,Non,8.0,Excellent,200000,249999,224999.5,200k-300k
158000.0,2008,Manuelle,Essence,Val Fleuri,35 000 - 39 999,PORSCHE,718 Boxster,3.0,Importée neuve,Oui,19.0,Excellent,35000,39999,37499.5,0-50k
148998.0,2016,Automatique,Diesel,Ain Sebaa,250 000 - 299 999,SEAT,Leon,5.0,WW au Maroc,Oui,6.0,Excellent,250000,299999,274999.5,200k-300k
100500.0,2015,Manuelle,Diesel,Oulfa,190 000 - 199 999,PEUGEOT,2008,5.0,WW au Maroc,Non,7.0,Excellent,190000,199999,194999.5,150k-200k
30000.0,1988,Manuelle,Essence,Gauthier,200 000 - 249 999,PEUGEOT,404,5.0,WW au Maroc,Non,7.0,Excellent,200000,249999,224999.5,200k-300k
120000.0,2021,Manuelle,Diesel,2 Mars,130 000 - 139 999,DACIA,Logan,5.0,WW au Maroc,Oui,6.0,Très bon,130000,139999,134999.5,100k-150k
260000.0,2005,Manuelle,Diesel,Belvédère,190 000 - 199 999,AUDI,A6,5.0,WW au Maroc,Non,8.0,Très bon,190000,199999,194999.5,150k-200k
100000.0,2010,Automatique,Essence,Hay Hassani,190 000 - 199 999,AUDI,A4,5.0,WW au Maroc,Oui,10.0,Très bon,190000,199999,194999.5,150k-200k
40000.0,2010,Manuelle,Essence,Belvédère,200 000 - 249 999,PEUGEOT,407,5.0,WW au Maroc,Non,11.0,Excellent,200000,249999,224999.5,200k-300k
49000.0,2006,Automatique,Essence,Ain Sebaa,170 000 - 179 999,NISSAN,Murano,5.0,WW au Maroc,Non,20.0,Excellent,170000,179999,174999.5,150k-200k
39000.0,2003,Manuelle,Essence,Ain Sebaa,200 000 - 249 999,SUZUKI,Grand Vitara,5.0,WW au Maroc,Non,11.0,Excellent,200000,249999,224999.5,200k-300k
29000.0,2007,Manuelle,Essence,Ain Sebaa,120 000 - 129 999,FAW,X40,3.0,WW au Maroc,Non,6.0,Très bon,120000,129999,124999.5,100k-150k
145000.0,2017,Manuelle,Diesel,Aïn Chock,140 000 - 149 999,RENAULT,Megane 4,5.0,WW au Maroc,Non,6.0,Excellent,140000,149999,144999.5,100k-150k
50000.0,2008,Manuelle,Essence,Oulfa,150 000 - 159 999,KIA,Picanto,5.0,WW au Maroc,Non,6.0,Bon,150000,159999,154999.5,150k-200k
44000.0,2007,Manuelle,Essence,Sidi Moumen,20 000 - 24 999,DACIA,Logan,5.0,WW au Maroc,Non,8.0,Excellent,20000,24999,22499.5,0-50k
335390.27210884355,2018,Automatique,Diesel,Bourgogne,110 000 - 119 999,MERCEDES-BENZ,Classe E,5.0,WW au Maroc,Oui,9.0,Excellent,110000,119999,114999.5,100k-150k
155000.0,2017,Automatique,Diesel,Sidi Maarouf,60 000 - 64 999,DACIA,Duster,5.0,WW au Maroc,Non,6.0,Très bon,60000,64999,62499.5,50k-100k
360000.0,2022,Automatique,Diesel,Abdelmoumen,0 - 4 999,DS,Ds 4,5.0,Dédouanée,Oui,6.0,Excellent,0,4999,2499.5,0-50k
150000.0,2012,Automatique,Diesel,Anfa,200 000 - 249 999,BMW,X5,5.0,WW au Maroc,Non,6.0,Très bon,200000,249999,224999.5,200k-300k
170000.0,2024,Manuelle,Diesel,Almaz,20 000 - 24 999,DACIA,Logan,5.0,WW au Maroc,Oui,6.0,Excellent,20000,24999,22499.5,0-50k
460000.0,2017,Automatique,Diesel,Aïn Diab,120 000 - 129 999,LAND ROVER,Range Rover Vogue,5.0,WW au Maroc,Oui,6.0,Excellent,120000,129999,124999.5,100k-150k
20000.0,1996,Manuelle,Diesel,Sidi Bernoussi,20 000 - 24 999,FIAT,Uno,5.0,WW au Maroc,Non,6.0,Bon,20000,24999,22499.5,0-50k
210000.0,2022,Automatique,Diesel,La Gironde,55 000 - 59 999,KIA,Carens,5.0,WW au Maroc,Non,6.0,Excellent,55000,59999,57499.5,50k-100k
249000.0,2021,Automatique,Diesel,Ain Sebaa,120 000 - 129 999,HYUNDAI,Tucson,5.0,WW au Maroc,Non,6.0,Excellent,120000,129999,124999.5,100k-150k
100000.0,2013,Automatique,Diesel,Palmier,250 000 - 299 999,FIAT,Freemont,5.0,WW au Maroc,Non,8.0,Très bon,250000,299999,274999.5,200k-300k
135000.0,2010,Automatique,Diesel,Anfa,180 000 - 189 999,LAND ROVER,Range Rover Sport,5.0,Importée neuve,Non,16.0,Correct,180000,189999,184999.5,150k-200k
85000.0,2016,Manuelle,Diesel,Sidi Bernoussi,180 000 - 189 999,PEUGEOT,301,5.0,WW au Maroc,Non,6.0,Très bon,180000,189999,184999.5,150k-200k
395000.0,2019,Automatique,Diesel,Anfa,85 000 - 89 999,MERCEDES-BENZ,Classe A,5.0,Importée neuve,Non,8.0,Excellent,85000,89999,87499.5,50k-100k
155000.0,2021,Manuelle,Essence,Bachkou,10 000 - 14 999,HONDA,Aerodeck,3.0,WW au Maroc,Oui,6.0,Très bon,10000,14999,12499.5,0-50k
82000.0,2007,Automatique,Diesel,Ben M'sick,0 - 4 999,TOYOTA,Rav 4,5.0,WW au Maroc,Non,8.0,Excellent,0,4999,2499.5,0-50k
420000.0,2018,Automatique,Diesel,Sidi Bernoussi,20 000 - 24 999,VOLKSWAGEN,Tiguan,5.0,Dédouanée,Oui,8.0,Excellent,20000,24999,22499.5,0-50k
164230.76923076925,2020,Manuelle,Diesel,Anfa,70 000 - 74 999,FORD,Ecosport,5.0,WW au Maroc,Oui,6.0,Très bon,70000,74999,72499.5,50k-100k
92000.0,2012,Manuelle,Diesel,Ain Sebaa,250 000 - 299 999,OPEL,Astra,5.0,WW au Maroc,Non,7.0,Excellent,250000,299999,274999.5,200k-300k
360978.02197802207,2020,Automatique,Diesel,Al Qods,150 000 - 159 999,MERCEDES-BENZ,Classe Cla,5.0,Pas encore dédouanée,Oui,8.0,Excellent,150000,159999,154999.5,150k-200k
120000.0,2019,Manuelle,Diesel,Oulfa,95 000 - 99 999,DACIA,Dokker,5.0,WW au Maroc,Non,6.0,Très bon,95000,99999,97499.5,50k-100k
158000.0,2018,Automatique,Essence,Hay Moulay Rachid 6,0 - 4 999,JEEP,M151 Mutt,5.0,Importée neuve,Oui,6.0,Neuf,0,4999,2499.5,0-50k
170000.0,1985,Automatique,Essence,2 Mars,85 000 - 89 999,MERCEDES-BENZ,Classe Sl,3.0,Dédouanée,Non,8.0,Correct,85000,89999,87499.5,50k-100k
32000.0,1993,Manuelle,Diesel,Al Madina Aljadida,10 000 - 14 999,PEUGEOT,405,5.0,WW au Maroc,Non,7.0,Bon,10000,14999,12499.5,0-50k
214555.55555555553,2019,Manuelle,Diesel,Oulfa,90 000 - 94 999,TOYOTA,Hilux,5.0,WW au Maroc,Oui,10.0,Excellent,90000,94999,92499.5,50k-100k
127000.0,2020,Manuelle,Diesel,Sidi Maarouf,55 000 - 59 999,RENAULT,Clio,5.0,WW au Maroc,Non,6.0,Excellent,55000,59999,57499.5,50k-100k
70000.0,2010,Automatique,Essence,Hay Mohammadi,120 000 - 129 999,HYUNDAI,Genesis,3.0,WW au Maroc,Non,11.0,Très bon,120000,129999,124999.5,100k-150k
125000.0,2018,Automatique,Diesel,Lissasfa,120 000 - 129 999,RENAULT,Clio,5.0,WW au Maroc,Oui,6.0,Très bon,120000,129999,124999.5,100k-150k
152000.0,2020,Manuelle,Diesel,Errahma,10 000 - 14 999,OPEL,Combo,5.0,WW au Maroc,Non,6.0,Excellent,10000,14999,12499.5,0-50k
164230.76923076925,2019,Manuelle,Diesel,Errahma,120 000 - 129 999,FORD,Ecosport,5.0,WW au Maroc,Oui,6.0,Excellent,120000,129999,124999.5,100k-150k
27500.0,1995,Manuelle,Essence,Aïn Chock,35 000 - 39 999,PEUGEOT,309,5.0,WW au Maroc,Non,7.0,Très bon,35000,39999,37499.5,0-50k
110000.0,2018,Manuelle,Diesel,Aïn Chock,15 000 - 19 999,DACIA,Dokker,3.0,Dédouanée,Oui,6.0,Excellent,15000,19999,17499.5,0-50k
120000.0,2020,Manuelle,Diesel,Errahma,95 000 - 99 999,DACIA,Dokker,5.0,WW au Maroc,Non,8.0,Bon,95000,99999,97499.5,50k-100k
152000.0,2020,Manuelle,Diesel,Errahma,10 000 - 14 999,OPEL,Campo,5.0,WW au Maroc,Oui,6.0,Excellent,10000,14999,12499.5,0-50k
70000.0,1993,Manuelle,Diesel,Hay Hassani,25 000 - 29 999,MERCEDES-BENZ,190,5.0,Dédouanée,Oui,5.0,Très bon,25000,29999,27499.5,0-50k
96000.0,2020,Manuelle,Diesel,Val Fleuri,95 000 - 99 999,FIAT,Doblo,5.0,WW au Maroc,Oui,6.0,Bon,95000,99999,97499.5,50k-100k
27500.0,1987,Manuelle,Essence,Aïn Chock,0 - 4 999,PEUGEOT,309,5.0,Dédouanée,Non,7.0,Excellent,0,4999,2499.5,0-50k
92000.0,2021,Manuelle,Diesel,Sbata,85 000 - 89 999,RENAULT,Clio,5.0,WW au Maroc,Oui,6.0,Excellent,85000,89999,87499.5,50k-100k
42000.0,2010,Manuelle,Essence,Oulfa,300 000 - 349 999,FIAT,Punto,5.0,WW au Maroc,Non,7.0,Bon,300000,349999,324999.5,300k-400k
90000.0,2018,Manuelle,Essence,Sidi Bernoussi,150 000 - 159 999,RENAULT,Clio,5.0,WW au Maroc,Oui,7.0,Excellent,150000,159999,154999.5,150k-200k
370000.0,2023,Automatique,Hybride,Al Qods,25 000 - 29 999,HYUNDAI,Tucson,5.0,WW au Maroc,Oui,9.0,Excellent,25000,29999,27499.5,0-50k
87000.0,2008,Automatique,Essence,Errahma,70 000 - 74 999,RENAULT,Kangoo,5.0,WW au Maroc,Non,7.0,Correct,70000,74999,72499.5,50k-100k
60000.0,2008,Automatique,Essence,Errahma,70 000 - 74 999,RENAULT,Kangoo,5.0,WW au Maroc,Non,7.0,Correct,70000,74999,72499.5,50k-100k
180000.0,2016,Manuelle,Diesel,Bournazil,180 000 - 189 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,6.0,Excellent,180000,189999,184999.5,150k-200k
400000.0,2011,Automatique,Diesel,Anfa,200 000 - 249 999,LAND ROVER,Range Rover Sport,5.0,Importée neuve,Oui,12.0,Excellent,200000,249999,224999.5,200k-300k
46000.0,2006,Manuelle,Diesel,Hay Mohammadi,5 000 - 9 999,HYUNDAI,Accent,5.0,Dédouanée,Non,6.0,Très bon,5000,9999,7499.5,0-50k
190000.0,2017,Automatique,Hybride,Belvédère,110 000 - 119 999,TOYOTA,C-Hr,5.0,WW au Maroc,Non,10.0,Très bon,110000,119999,114999.5,100k-150k
180000.0,2021,Automatique,Diesel,Aïn Chock,90 000 - 94 999,NISSAN,Qashqai,5.0,WW au Maroc,Oui,6.0,Excellent,90000,94999,92499.5,50k-100k
27000.0,1989,Manuelle,Diesel,Autre secteur,300 000 - 349 999,PEUGEOT,309,5.0,Dédouanée,Non,7.0,Très bon,300000,349999,324999.5,300k-400k
140000.0,2018,Automatique,Diesel,Maarif,170 000 - 179 999,JEEP,Renegade,5.0,WW au Maroc,Non,6.0,Bon,170000,179999,174999.5,150k-200k
85000.0,2010,Automatique,Essence,2 Mars,110 000 - 119 999,CHEVROLET,Cruze,5.0,Dédouanée,Oui,9.0,Très bon,110000,119999,114999.5,100k-150k
133000.0,2020,Manuelle,Diesel,Sidi Maarouf,120 000 - 129 999,RENAULT,Kangoo,5.0,WW au Maroc,Non,6.0,Très bon,120000,129999,124999.5,100k-150k
44999.0,2001,Manuelle,Diesel,Aïn Chock,160 000 - 169 999,RENAULT,Megane,5.0,WW au Maroc,Non,6.0,Neuf,160000,169999,164999.5,150k-200k
85000.0,2012,Manuelle,Essence,Les Princesses,130 000 - 139 999,AUDI,A4,5.0,WW au Maroc,Non,9.0,Bon,130000,139999,134999.5,100k-150k
130000.0,2022,Manuelle,Essence,2 Mars,30 000 - 34 999,PEUGEOT,208,5.0,WW au Maroc,Oui,7.0,Excellent,30000,34999,32499.5,0-50k
37000.0,1995,Manuelle,Diesel,Autre secteur,140 000 - 149 999,VOLKSWAGEN,Golf 3,5.0,WW au Maroc,Non,8.0,Très bon,140000,149999,144999.5,100k-150k
120000.0,2011,Manuelle,Diesel,Oasis,170 000 - 179 999,AUDI,A1,3.0,Importée neuve,Oui,6.0,Très bon,170000,179999,174999.5,150k-200k
100000.0,2018,Manuelle,Diesel,Oulfa,110 000 - 119 999,RENAULT,Clio,5.0,WW au Maroc,Non,6.0,Très bon,110000,119999,114999.5,100k-150k
113000.0,2020,Manuelle,Diesel,2 Mars,90 000 - 94 999,CITROEN,Berlingo,5.0,WW au Maroc,Oui,4.0,Excellent,90000,94999,92499.5,50k-100k
410000.0,2019,Automatique,Diesel,Gauthier,110 000 - 119 999,AUDI,Q3,5.0,Dédouanée,Oui,9.0,Excellent,110000,119999,114999.5,100k-150k
72000.0,2007,Manuelle,Diesel,Sbata,50 000 - 54 999,FORD,Focus,5.0,WW au Maroc,Oui,7.0,Excellent,50000,54999,52499.5,50k-100k
105000.0,2019,Manuelle,Diesel,Aïn Chock,10 000 - 14 999,FIAT,Fiorino,5.0,WW au Maroc,Non,5.0,Très bon,10000,14999,12499.5,0-50k
260000.0,2016,Automatique,Diesel,2 Mars,150 000 - 159 999,BMW,Série 5,5.0,WW au Maroc,Non,8.0,Excellent,150000,159999,154999.5,150k-200k
78000.0,2008,Manuelle,Essence,Anfa,200 000 - 249 999,HONDA,Accord,5.0,WW au Maroc,Oui,13.0,Très bon,200000,249999,224999.5,200k-300k
89000.0,2009,Automatique,Diesel,Californie,300 000 - 349 999,VOLKSWAGEN,Touareg,5.0,WW au Maroc,Non,10.0,Bon,300000,349999,324999.5,300k-400k
72000.0,2007,Manuelle,Diesel,Sbata,30 000 - 34 999,FORD,Focus,5.0,WW au Maroc,Non,7.0,Excellent,30000,34999,32499.5,0-50k
37000.0,1995,Manuelle,Diesel,Autre secteur,15 000 - 19 999,VOLKSWAGEN,Golf 3,5.0,WW au Maroc,Non,8.0,Excellent,15000,19999,17499.5,0-50k
138000.0,2022,Automatique,Essence,Ain Sebaa,55 000 - 59 999,FIAT,500,3.0,WW au Maroc,Oui,7.0,Excellent,55000,59999,57499.5,50k-100k
250000.0,2020,Automatique,Diesel,Autre secteur,55 000 - 59 999,KIA,Proceed,5.0,WW au Maroc,Oui,6.0,Excellent,55000,59999,57499.5,50k-100k
110000.0,2016,Manuelle,Diesel,Autre secteur,250 000 - 299 999,RENAULT,Kangoo,3.0,WW au Maroc,Oui,6.0,Très bon,250000,299999,274999.5,200k-300k
149000.0,2018,Automatique,Diesel,Errahma,200 000 - 249 999,VOLKSWAGEN,Golf 7,5.0,WW au Maroc,Non,8.0,Très bon,200000,249999,224999.5,200k-300k
345000.0,2023,Automatique,Diesel,Ain Sebaa,40 000 - 44 999,CUPRA,Formentor,5.0,WW au Maroc,Oui,8.0,Excellent,40000,44999,42499.5,0-50k
130000.0,2015,Automatique,Diesel,Hay Mohammadi,150 000 - 159 999,DS,Ds 5,5.0,WW au Maroc,Non,8.0,Excellent,150000,159999,154999.5,150k-200k
174425.26506024096,2019,Automatique,Diesel,Sidi Moumen,150 000 - 159 999,RENAULT,Megane 4,5.0,WW au Maroc,Oui,6.0,Excellent,150000,159999,154999.5,150k-200k
132000.0,2021,Manuelle,Diesel,Sidi Othmane,80 000 - 84 999,DACIA,Sandero,5.0,WW au Maroc,Non,7.0,Excellent,80000,84999,82499.5,50k-100k
145000.0,2014,Automatique,Diesel,Roches Noires,140 000 - 149 999,JEEP,Grand Cherokee,5.0,WW au Maroc,Non,12.0,Excellent,140000,149999,144999.5,100k-150k
170759.72727272726,2017,Manuelle,Diesel,Sidi Maarouf,75 000 - 79 999,RENAULT,Captur,3.0,Dédouanée,Non,7.0,Bon,75000,79999,77499.5,50k-100k
135000.0,2022,Automatique,Essence,Bachkou,30 000 - 34 999,NISSAN,Juke,5.0,WW au Maroc,Oui,6.0,Très bon,30000,34999,32499.5,0-50k
125000.0,2019,Manuelle,Diesel,Oulfa,170 000 - 179 999,RENAULT,Kangoo,5.0,WW au Maroc,Non,7.0,Très bon,170000,179999,174999.5,150k-200k
133000.0,2021,Manuelle,Diesel,Sidi Othmane,80 000 - 84 999,DACIA,Sandero,5.0,WW au Maroc,Non,7.0,Excellent,80000,84999,82499.5,50k-100k
133199.96666666665,2017,Automatique,Diesel,Sidi Moumen,5 000 - 9 999,VOLKSWAGEN,Jetta,5.0,Dédouanée,Non,8.0,Excellent,5000,9999,7499.5,0-50k
120000.0,2021,Manuelle,Diesel,2 Mars,0 - 4 999,DACIA,Dokker,5.0,WW au Maroc,Oui,6.0,Très bon,0,4999,2499.5,0-50k
326108.2046511628,2021,Automatique,Diesel,Aïn Diab,65 000 - 69 999,VOLKSWAGEN,Tiguan,3.0,Dédouanée,Oui,8.0,Excellent,65000,69999,67499.5,50k-100k
128000.0,2016,Manuelle,Diesel,Aïn Chock,200 000 - 249 999,RENAULT,Megane 3,3.0,WW au Maroc,Non,6.0,Très bon,200000,249999,224999.5,200k-300k
227500.0,2012,Automatique,Diesel,Maarif,200 000 - 249 999,AUDI,A7,5.0,WW au Maroc,Oui,12.0,Excellent,200000,249999,224999.5,200k-300k
110000.0,2012,Manuelle,Diesel,Hay Mohammadi,200 000 - 249 999,NISSAN,Qashqai,5.0,WW au Maroc,Non,6.0,Bon,200000,249999,224999.5,200k-300k
27000.0,1996,Manuelle,Essence,Lissasfa,80 000 - 84 999,HONDA,Civic,5.0,WW au Maroc,Oui,9.0,Très bon,80000,84999,82499.5,50k-100k
145000.0,2021,Manuelle,Diesel,Anfa,60 000 - 64 999,CITROEN,C3,5.0,WW au Maroc,Oui,6.0,Excellent,60000,64999,62499.5,50k-100k
125000.0,2015,Manuelle,Diesel,Aïn Chock,190 000 - 199 999,PEUGEOT,2008,5.0,WW au Maroc,Non,6.0,Très bon,190000,199999,194999.5,150k-200k
495000.0,2023,Automatique,Electrique,Val Fleuri,5 000 - 9 999,VOLKSWAGEN,I.D.Crozz,5.0,Dédouanée,Oui,12.0,Excellent,5000,9999,7499.5,0-50k
239000.0,2021,Automatique,Diesel,2 Mars,100 000 - 109 999,PEUGEOT,3008,5.0,WW au Maroc,Oui,8.0,Excellent,100000,109999,104999.5,100k-150k
150000.0,2021,Manuelle,Diesel,Aïn Chock,40 000 - 44 999,DACIA,Sandero,5.0,WW au Maroc,Oui,6.0,Excellent,40000,44999,42499.5,0-50k
195000.0,2019,Automatique,Diesel,Anfa,190 000 - 199 999,SKODA,Superb,5.0,Dédouanée,Oui,8.0,Très bon,190000,199999,194999.5,150k-200k
120000.0,2020,Manuelle,Diesel,Sidi Maarouf,35 000 - 39 999,PEUGEOT,208,5.0,WW au Maroc,Oui,6.0,Excellent,35000,39999,37499.5,0-50k
40000.0,1988,Manuelle,Diesel,Ben M'sick,35 000 - 39 999,PEUGEOT,205,3.0,WW au Maroc,Oui,8.0,Très bon,35000,39999,37499.5,0-50k
210000.0,2021,Automatique,Diesel,Casablanca Finance City,5 000 - 9 999,FORD,Focus,5.0,WW au Maroc,Non,7.0,Neuf,5000,9999,7499.5,0-50k
